title,metascore,userscore,link,cast,details,num_seasons,user_rating,num_ratings,keywords,runtime,synopsis,plot
Caillou,0,1.9,https://www.imdb.com/title/tt0262153/?ref_=adv_li_tt,"['Evan Smirnow', 'Ellen David', 'Jennifer Seguin']","['Cartoon Network [Spain]', 'Canada', 'English', 'CINAR', 'Stereo', 'Color']",8,4.2,2156.0,"['moral', 'preschool', 'little boy', 'character name as series title', 'toy', 'animation', 'family']",0,"Entertaining misadventures of a four year old boy named Caillou, where each day he discovers something new and interesting with his mommy, daddy, and Rosie. Between Caillou segments are segments featuring Caillou's pet cat Gilbert, Caillou's teddy bear, Teddy, and Caillou's toy dinosaur, Rexy, in puppet form. The show deals with issues like fear of the dark, patience, being a good friend, being a good sibling, and other important facts of life.",An imaginative four-year-old boy learns life lessons and discovers new things with his friends and family.
Californication,70,8.5,https://www.imdb.com/title/tt0904208/?ref_=adv_li_tt,"['Tom Kapinos', 'David Duchovny', 'Natascha McElhone', 'Evan Handler']","['Showtime', 'USA', 'English', 'Los Angeles, California, USA', 'Aggressive Mediocrity', 'Dolby Digital', 'Color']",7,8.3,163896.0,"['female nudity', 'father daughter relationship', 'sex addiction', 'sex addict', 'alcoholism', 'comedy', 'drama']",28 min,"Hank Moody- a self loathing, narcissistic author struggles to overcome writer's block while balancing his occasional drug use, alcoholism, and borderline sex addiction all the while trying to get back together with his girlfriend and raise his teenage daughter.","A writer tries to juggle his career, his relationship with his daughter and his ex-girlfriend, as well as his appetite for beautiful women."
Camelot,58,5.3,https://www.imdb.com/title/tt1672189/?ref_=adv_li_tt,"['Chris Chibnall', 'Michael Hirst', 'Joseph Fiennes', 'Jamie Campbell Bower', 'Tamsin Egerton']","['Ireland', 'English', 'Brittas Bay, County Wicklow, Ireland', 'Starz Entertainment', 'Dolby Digital', 'Color']",1,6.5,22065.0,"['magic', 'love triangle', 'knight', 'merlin', 'morgana', 'drama', 'fantasy', 'history']",45 min,"King Uther dies suddenly and Britain faces chaos when Merlin appoints Arthur, the unknown king's son and heir, as new king by birthright against his half-sister's ambitious plans.","When King Uther dies and Britain faces chaos, Merlin presents an unknown named Arthur as the new king by birthright, as the late king's son, against the ambitious desires of his half-sister, Morgan."
Camping,50,3.2,https://www.imdb.com/title/tt8002604/?ref_=adv_li_tt,"['Lena Dunham', 'Jenni Konner', 'Jennifer Garner', 'David Tennant', 'Juliette Lewis']","['USA', 'English', 'Hush-Ho', 'Dolby Digital', 'Color']",1,4.8,1996.0,['comedy'],30 min,"A man's camping trip with his wife and friends spirals out of control. A U.S. adaptation of the British series, 'Camping'.","A man's camping trip with his wife and friends spirals out of control. A U.S. adaptation of the British series, 'Camping'."
Camp,51,7.9,https://www.imdb.com/title/tt8002604/?ref_=adv_li_tt,"['Lena Dunham', 'Jenni Konner', 'Jennifer Garner', 'David Tennant', 'Juliette Lewis']","['USA', 'English', 'Hush-Ho', 'Dolby Digital', 'Color']",1,4.8,1996.0,['comedy'],30 min,"A man's camping trip with his wife and friends spirals out of control. A U.S. adaptation of the British series, 'Camping'.","A man's camping trip with his wife and friends spirals out of control. A U.S. adaptation of the British series, 'Camping'."
Camp Lazlo,0,6.0,https://www.imdb.com/title/tt0419315/?ref_=adv_li_tt,"['Joe Murray', 'Carlos Alazraqui', 'Tom Kenny', 'Jeff Bennett']","['Cartoon Network', 'USA', 'English', 'Joe Murray Productions Inc.', 'Color']",5,6.5,6866.0,"['cartoon network', 'summer camp', 'summer', 'monkey', 'talking animal', 'animation', 'comedy', 'family']",0,"Bean Scout Lazlo, a fun-loving, free-spirited monkey, and his two bunkmates Raj and Clam, wreak havoc on a very structured summer camp.","Bean Scout Lazlo, a fun-loving, free-spirited monkey, and his two bunkmates Raj and Clam, wreak havoc on a very structured summer camp."
Caprica,71,7.3,https://www.imdb.com/title/tt0799862/?ref_=adv_li_tt,"['Remi Aubuchon', 'Ronald D. Moore', 'Eric Stoltz', 'Esai Morales', 'Paula Malcomson']","['Official site', 'Canada', 'English', 'BC Place, Vancouver, British Columbia, Canada', 'David Eick Productions', 'Stereo', 'Color']",1,7.1,22699.0,"['planetary romance', 'shared universe', 'outer space', 'artificial intelligence', 'tattoo', 'action', 'drama', 'sci-fi']",0,"Two families, the Graystones and the Adamas, live together on a peaceful planet known as Caprica, where a startling breakthrough in artificial intelligence brings about unforeseen consequences.","Two families, the Graystones and the Adamas, live together on a peaceful planet known as Caprica, where a startling breakthrough in artificial intelligence brings about unforeseen consequences."
Captain Kangaroo,0,0,https://www.imdb.com/title/tt0047718/?ref_=adv_li_tt,"['Bob Claver', 'Robert Keeshan', 'Hugh Brannum', 'James E. Wall']","['USA', 'English', 'CBS-TV, Manhattan, New York City, New York, USA', 'Keeshan-Miller Enterprises', 'Mono', 'Black and White']",1988,8.1,1009.0,"['captain kangaroo charactetr', 'cult favorite', 'educational', 'moose', 'captain', 'family']",30 min,"In the annals of televison, few children's programs ever made as much impact as this show. Hosted by Robert Keeshan (at one time, he played Howdy Doody's friend, Clarabell) from the appropriately-named Captain's Place, the Captain was so named because he always wore an overcoat with large, kangaroo-like pouches. Each show featured stories, skits, vaudeville acts, songs, games, and other educational activities. Captain Kangaroo's friends were Mr. Green Jeans (who always brought an animal to the show); Dennis, an apprentice handyman and do-it-all person; and Mr. Moose and Bunny Rabbit. Bunny was always mute, but made his point ever-so-cleverly, while Mr. Moose always tricked the Captain into allowing him to stand under a shower of pingpong balls. As the show got on in years, new features were added, including Uncle Backwards (a tape of some simple action, such as peeling an orange or building a doghouse, shown in reverse); ""Picture Pages"", a matching activity hosted by Bill Cosby; and ...",Daily children's program hosted by Captain Kangaroo (Robert Keeshan).
Captain Scarlet,0,0,https://www.imdb.com/title/tt0059973/?ref_=adv_li_tt,"['Gerry Anderson', 'Sylvia Anderson', 'Ed Bishop', 'Donald Gray', 'Francis Matthews']","[""distributor's official site for individuals"", 'UK', 'English', 'Century 21 Television', 'Mono', 'Color']",1,7.9,1258.0,"['colonel', 'mars the planet', 'traitor', 'murder', 'extraterrestrial', 'animation', 'action', 'family', 'sci-fi', 'thriller']",25 min,"A misunderstanding on Mars provokes an alien race called the Mysterons to declare a war of nerves on Earth. Throughout the series, they continually make terrorist threats and attempt to follow through with their ability to create obedient duplicates of anyone they kill. Their key opponent is the international intelligence organization, Spectrum, whose agents are code-named according to various colours. Their top agent in this war is Captain Scarlet, an agent who was subjected to the duplication process, but was still alive at the time. As a result, his clone was able to shake off the Mysterons' control, but leaving being him indestructible and able to survive any wound. Together with his partners, Captain Blue and Spectrum's fighter squadron, The Angels, the now immortal Captain Scarlet must constantly struggle to thwart the Mysterons' ever present threats.",A literally unkillable agent leads an international intelligence agency's fight against an extra-terrestrial terror campaign.
Cane,57,8.6,https://www.imdb.com/title/tt0955250/?ref_=adv_li_tt,"['Cynthia Cidre', 'Jimmy Smits', 'Nestor Carbonell', 'Polly Walker']","['USA', 'English', 'Long Beach, California, USA', 'ABC Studios', 'Stereo', 'Color']",1,7.2,1193.0,"['rum', 'latino', 'business', 'sugarcane', 'sugar', 'drama']",0,A Latino family works together to operate a rum business.,A Latino family works together to operate a rum business.
Cardinal,71,6.0,https://www.imdb.com/title/tt5583512/?ref_=adv_li_tt,"['Billy Campbell', 'Karine Vanasse', 'James Downing']","['Official site', 'Canada', 'English', 'Sudbury, Ontario, Canada', 'JCardinal Productions', 'Color']",4,7.7,4626.0,"['drug money', 'homicide detective', 'psychopathic killer', 'frozen body', 'arctic circle', 'crime', 'drama', 'mystery', 'thriller']",42 min,"Cardinal is a Canadian crime drama television series, currently in production for a scheduled debut on CTV in the 2016-17. An adaptation of Giles Blunt's award-winning mystery novel Forty Words for Sorrow, the series stars Billy Campbell as John Cardinal and Karine Vanasse as Lise Delorme, detectives investigating the murder of a young girl.","Cardinal struggles to right past wrongs that could derail his investigation and end his career, as the case grows more violent and twisted, and the clock ticks down on the killer's next victim."
"Car 54, Where are You?",0,0,https://www.imdb.com/title/tt0054528/?ref_=adv_li_tt,"['Nat Hiken', 'Joe E. Ross', 'Fred Gwynne', 'Paul Reed']","['USA', 'English', 'Biograph Studios, Bronx, New York City, New York, USA', 'Eupolis Productions', 'Mono', 'Black and White']",2,7.7,1155.0,"['bronx new york city', 'question in title', 'police officer', 'irish american', 'new york city', 'comedy']",30 min,"The misadventures of two of New York's finest in the 53rd precinct in the Bronx. Toody, the short, stocky and dim-witted one, either saves the day or messes things up, much to the chagrin of Muldoon, the tall, lanky and smart one.","The misadventures of two of New York's finest in the 53rd precinct in the Bronx. Toody, the short, stocky and dim-witted one, either saves the day or messes things up, much to the chagrin "
Carmen Sandiego,0,7.6,https://www.imdb.com/title/tt7042146/?ref_=adv_li_tt,"['Duane Capizzi', 'Gina Rodriguez', 'Finn Wolfhard', ""Liam O'Brien""]","['USA', 'English', 'Houghton Mifflin Harcourt Publishing', 'Stereo', 'Color']",2,8.0,1882.0,"['thief', 'based on computer game', 'master thief', 'gentleman thief', 'criminal as protagonist', 'animation', 'adventure', 'family', 'mystery']",22 min,"There was a rambunctious girl, known only as ""Black Sheep,"" who grew up in a school for criminals and yearned to find her place in it. However, even as she excels, Black Sheep eventually learns the truth about her life and the forces of V.I.LE.. Revolted at this evil, Black Sheep escapes and takes the name of Carmen Sandiego. Now, Carmen travels the world with her gang as an international thief opposing the plans of V.I.L.E.. However, there is another party in this conflict: the ACME Detective Agency is on the case to stop V.I.L.E. and they suspect the flamboyant Carmen Sandiego is the key as they investigate where in the world she is.","The adventures of Carmen Sandiego, a globe-hopping master thief."
Carol Burnett & Company,0,0,https://www.imdb.com/title/tt0061240/?ref_=adv_li_tt,"['Carol Burnett', 'Vicki Lawrence', 'Harvey Korman']","['USA', 'English', 'Ed Sullivan Theater - 1697 Broadway, Manhattan, New York City, New York, USA', 'Burngood', 'Mono', 'Color']",11,8.8,4208.0,"['actress name in series title', 'redheaded woman', 'variety show', 'audience participation', 'four word title', 'comedy', 'family']",0,Television show featuring skits by Carol Burnett and her comedy troupe.,Television show featuring skits by Carol Burnett and her comedy troupe.
Caroline in the City,65,0,https://www.imdb.com/title/tt0111910/?ref_=adv_li_tt,"['Fred Barron', 'Marco Pennette', 'Dottie Dartland Zicklin', 'Lea Thompson', 'Malcolm Gets', 'Amy Pietz']","['Official site', 'USA', 'English', 'CBS Studio Center - 4024 Radford Avenue, Studio City, Los Angeles, California, USA', 'Barron/Pennette Productions', 'Stereo', 'Color']",4,6.2,3010.0,"['cartoonist', 'black comedy', 'female protagonist', '1990s', 'man with glasses', 'comedy', 'romance']",23 min,"Caroline Duffy is a successful cartoonist living in Manhattan whose comic strip ""Caroline in the City"" has become a huge hit. The strip is based on her own life, and the people in it - her occasional boyfriend Del and her best friend Annie. Aside from her career, however, Caroline's life is a mess, as is proven when she throws fruit out the window onto the street in a pathetic attempt to meet men.","Caroline Duffy is a successful cartoonist living in Manhattan whose comic strip ""Caroline in the City"" has become a huge hit. The strip is based on her own life, and the people in it - her "
Carnivale,65,8.4,https://www.imdb.com/title/tt0319969/?ref_=adv_li_tt,"['Daniel Knauf', 'Michael J. Anderson', 'Adrienne Barbeau', 'Clancy Brown']","['HBO', 'USA', 'English', 'California State University Channel Islands - One University Drive, Camarillo, California, USA', '3 Arts Entertainment', 'Dolby Digital', 'Color']",2,8.5,40315.0,"['surrealism', 'preacher', 'carnival', 'great depression', 'tarot card', 'drama', 'fantasy', 'mystery', 'thriller']",55 min,"1934, America. The Dustbowl. A fugitive named Ben Hawkins finds refuge within a traveling carnival comprised of a tarot card reader and her catatonic/telekinetic mother, a blind mentalist, a bearded lady, and conjoined twins, amongst others. The carnival is owned by the mysterious and unseen Management, who has designs on the young Hawkins, for the boy is concealing an untapped gift: he can heal the lame and raise the dead--at a price. Ben also finds himself disturbed by cryptic and prophetic dreams, which he shares with a Methodist preacher in California, Brother Justin Crowe. Brother Justin, convinced by his dreams he is following God's will, has begun to practice his own extraordinary talents, although the preacher's plans increasingly lead to disturbing and tragic consequences. In this ""last great age of magic,"" Ben Hawkins and Justin Crowe are moving toward a great conflict between Good and Evil, although it not yet clear on which sides these men will stand.","During the Great Depression, an Oklahoma farm boy and a charismatic minister learn that they are key players in a proxy war being fought between Heaven and Hell."
